name,rating,reviews,category,address,phone,website,plus_code,latitude,longitude
Velobarista,"4.7
(15)",(122),Bicycle Shop,"Valdemarsgade 65, 1665 København V, Denmark","
+45 40 58 32 24",http://velobarista.dk/,"
MG8X+XP Copenhagen, Denmark",55.7119439,12.2841755
Butchers & Bicycles Ltd.,"4.4
(25)",(122),Bicycle Shop,"Flæsketorvet 18, 1711 København, Denmark","
+45 71 99 88 08",http://www.butchersandbicycles.com/,"
MH95+54 Copenhagen, Denmark",55.7119439,12.2841755
Copenhagen Bicycles,"4.2
(180)",(122),Bicycle rental service,copenhagenbicycles.dk,"
+45 93 92 91 32",https://copenhagenbicycles.dk/,No Plus Code,55.7119439,12.2841755
Stjerner Cykelværksted,"4.8
(106)",(122),Bicycle Shop,"Åboulevard 9D, 1635 København, Denmark","
+45 22 99 29 46",No Website,"
MHM4+69 Copenhagen, Denmark",55.7119439,12.2841755
Velorbis Testcenter,"4.0
(10)",(122),Showroom,"Holbergsgade 12, 1057 København K, Denmark","
+45 31 11 00 30",https://velorbis.dk/,"
MHHQ+5F Copenhagen, Denmark",55.7119439,12.2841755
Bikeshop.dk,"4.1
(29)",(122),Bicycle Shop,"Århusgade 97, 2100 København, Denmark","
+45 35 43 00 43",http://www.bikeshop.dk/,"
PH4P+RR Copenhagen, Denmark",55.7119439,12.2841755
thansen Østerbro,"3.8
(225)",(122),Home goods store,"Østerbrogade 125, st, 2100 København, Denmark","
+45 31 31 31 31",https://www.thansen.dk/butikker/oesterbro?utm_source=google&utm_medium=organic&utm_campaign=local_search&utm_id=oesterbro,"
PH6G+RW Copenhagen, Denmark",55.7119439,12.2841755
Fri BikeShop,"4.1
(115)",(122),Bicycle Shop,"Gl. Kongevej 1, 1610 København V, Denmark","
+45 33 21 80 88",https://www.fribikeshop.dk/butikker/koebenhavn/urania,"
MHF6+Q2 Copenhagen, Denmark",55.7119439,12.2841755
Saturn Cykler,"4.3
(41)",(122),Bicycle Shop,"Finsensvej 43 B, 2000 Frederiksberg, Denmark","
+45 28 87 83 11",No Website,"
MGJ6+P2 Frederiksberg, Denmark",55.7119439,12.2841755
Retro Cykler,"4.8
(102)",(122),Bicycle Shop,"Jagtvej 79, 2200 København, Denmark","
+45 60 15 94 44",No Website,"
MGVX+WM Copenhagen, Denmark",55.7119439,12.2841755
Classen's Cykler,"4.4
(17)",(122),Bicycle Shop,"Classensgade 11, 2100 København, Denmark","
+45 35 26 55 44",http://www.classenscykler.dk/,"
MHWJ+PJ Copenhagen, Denmark",55.7119439,12.2841755
Svanemøllens Cykler,"5.0
(264)",(122),Bicycle Shop,"Østerbrogade 165, 2100 København, Denmark","
+45 39 20 42 90",http://svanemoellenscykler.dk/,"
PH8G+4V Copenhagen, Denmark",55.7119439,12.2841755
Tropical Bikes,"4.9
(614)",(122),Sightseeing tour agency,"Vester Voldgade 2, 1552 København, Denmark","
+45 50 65 62 10",https://tropicalbikes.dk/,"
MHH8+8F Copenhagen, Denmark",55.7119439,12.2841755
Saxil Cykler,"4.2
(27)",(122),Bicycle Shop,"Vesterbrogade 166, 1800 Frederiksberg C, Denmark","
+45 35 35 01 15",http://www.saxiloriginal.dk/,"
MGCQ+58 Frederiksberg C, Frederiksberg, Denmark",55.7119439,12.2841755
BikeLab CPH,"5.0
(26)",(122),Bicycle Shop,"Vesterbrogade 54, 1620 København, Denmark","
+45 61 62 25 66",https://www.bikelabcph.dk/,"
MHF3+3H Copenhagen, Denmark",55.7119439,12.2841755
KBH Ø Cykler,"4.4
(60)",(122),Bicycle Shop,"Østerbrogade 147, 2100 København, Denmark","
+45 31 22 15 61",https://www.kbhcykler.dk/,"
PH7G+FV Copenhagen, Denmark",55.7119439,12.2841755
Bike Time S.m.b.a,"2.6
(93)",(122),Bicycle Shop,"Amagerbrogade 124, 2300 København, Denmark","
+45 93 91 01 81",http://biketime.dk/,"
MJ55+46 Copenhagen, Denmark",55.7119439,12.2841755
Stromer Speed pedelec elcykel Center,,(122),Electric bicycle store,"Gammel Køge Landevej 55, 2500 København, Denmark","
+45 41 37 21 00",https://velohouse.dk/collections/stromer,"
MG47+XM Copenhagen, Denmark",55.7119439,12.2841755
Star Cykel,"2.9
(46)",(122),Bicycle Shop,"Nørrebrogade 190, 2200 København, Denmark","
+45 30 71 30 55",http://www.facebook.com/pages/Star-Cykel/412675198770009,"
MGXV+3J Copenhagen, Denmark",55.7119439,12.2841755
MATE.BIKE HQ,"2.4
(84)",(122),Manufacturer,"Gråbrødretorv, 1154 København, Denmark",No Phone,https://mate.bike/,"
MHHG+VC Copenhagen, Denmark",55.7119439,12.2841755
Christiania Bikes,"4.3
(48)",(122),Bicycle Shop,"Fabriksområdet 91, 1440 København K, Denmark","
+45 70 70 76 80",https://christianiacykler.dk/,"
MJF2+FF Copenhagen, Denmark",55.7119439,12.2841755
Speed Pedelec Elcykler,,(122),Electric bicycle store,"Gammel Køge Landevej 57, 2500 Valby, Denmark","
+45 41 37 21 00",https://velohouse.dk/collections/speed-pedelec-45-km-t,"
MG47+VF Valby, Copenhagen, Denmark",55.7119439,12.2841755
Coh&Co,"4.9
(7)",(122),Bicycle Shop,"Telemarksgade 2, 2300 København S, Denmark","
+45 22 33 05 03",https://cohandco.com/,"
MJ52+Q7 Copenhagen, Denmark",55.7119439,12.2841755
Jooll,"4.3
(45)",(122),Bicycle Shop,"Kattegatvej 39, 2150 København, Denmark",No Phone,https://jooll.bike/,"
PJC5+G7 Copenhagen, Denmark",55.7119439,12.2841755
Rosenborg Cykler,"4.5
(131)",(122),Bicycle repair shop,"Rosenborggade 3, 1130 København, Denmark","
+45 20 44 55 57",http://www.rosenborgcykler.dk/,"
MHMF+8G Copenhagen, Denmark",55.7119439,12.2841755
Hr. Vélo,"4.6
(27)",(122),Bicycle Shop,"Vesterbrogade 135, 1620 København, Denmark",No Phone,http://www.hrvelo.dk/,"
MGCR+36 Copenhagen, Denmark",55.7119439,12.2841755
Schrøder Cykler,"3.7
(51)",(122),Bicycle Shop,"Amager Boul. 4, 2300 København, Denmark","
+45 32 54 86 19",http://www.schroeder-cykler.dk/,"
MH9J+J8 Copenhagen, Denmark",55.7119439,12.2841755
Garden Cykler,"4.9
(96)",(122),Bicycle repair shop,"Jagtvej 115, 2200 København, Denmark","
+45 60 30 13 24",No Website,"
MHW2+JC Copenhagen, Denmark",55.7119439,12.2841755
Alex Cykler,"4.1
(85)",(122),Bicycle Shop,"Amagerfælledvej 21-23, 2300 København, Denmark","
+45 32 57 22 70",http://www.alex-cykler.dk/,"
MH8W+92 Copenhagen Municipality, Denmark",55.7119439,12.2841755
Egedal Cykler - Vesterbro,"4.6
(30)",(122),Bicycle Shop,"Istedgade 114, 1650 København, Denmark","
+45 22 11 80 04",No Website,"
MH92+FC Copenhagen, Denmark",55.7119439,12.2841755
Ama'r Cykelservice,"4.6
(130)",(122),Bicycle Shop,"Holmbladsgade 27, 2300 København S, Denmark","
+45 32 57 89 79",https://www.amarcykelservice.dk/,"
MJ84+3F Copenhagen, Denmark",55.7119439,12.2841755
Søgade Cykler,"4.9
(64)",(122),Bicycle Shop,"Sølvgade 104, 1307 København K, Denmark","
+45 33 15 97 46",http://xn--sgadecykler-ggb.dk/,"
MHRC+7P Copenhagen, Denmark",55.7119439,12.2841755
Frb cyckelringen,"5.0
(89)",(122),Bicycle Shop,"Falkoner Alle 96, 2000 Frederiksberg, Denmark","
+45 23 82 94 00",http://frb-cykelringen.dk/,"
MGPQ+9R Frederiksberg, Denmark",55.7119439,12.2841755
Lion Cykler,"4.4
(78)",(122),Bicycle Shop,"Frederikssundsvej 68, 2400 København, Denmark","
+45 26 63 02 66",http://www.noerrebro-shopping.dk/butik/lion-cykler-6857.html,"
PG3G+QW Copenhagen, Denmark",55.7119439,12.2841755
Chr.havn City Bikes,"3.0
(30)",(122),Bicycle Shop,"Torvegade 26, 1400 København, Denmark","
+45 32 95 90 99",http://www.cykelshop24.dk/chrhavn-city-cykler-koebenhavn-k.htm,"
MHFQ+6R Copenhagen, Denmark",55.7119439,12.2841755
Royal Bike - Halmtorvets Cykler,"3.1
(36)",(122),Bicycle Shop,"Helgolandsgade 21, 1653 København, Denmark","
+45 33 22 55 25",http://www.istedgadeshopping.dk/butik/halmtorvets-cykler-13372.html,"
MHC6+CQ Copenhagen, Denmark",55.7119439,12.2841755
Newton Cykler,"4.7
(46)",(122),Bicycle Shop,"Amagerbrogade 267, 2300 København, Denmark","
+45 32 62 30 62",https://newtoncykler.dk/,"
JJV8+J7 Copenhagen, Denmark",55.7119439,12.2841755
Baisikeli,"4.2
(299)",(122),Bicycle Shop,"Ingerslevsgade 100, 1705 København, Denmark","
+45 26 70 02 29",http://www.baisikeli.dk/,"
MG89+HF Copenhagen, Denmark",55.7119439,12.2841755
Fri Bike Shop Rødovre,"4.2
(83)",(122),Bicycle Shop,"Roskildevej 254, 258, 2610 Rødovre, Denmark","
+45 43 42 23 13",https://www.fribikeshop.dk/butikker/roedovre/roskildevej,"
MFFC+4Q Rødovre, Denmark",55.7119439,12.2841755
Greenrider.dk - Få el på din cykel,"5.0
(1)",(122),Bicycle Shop,"Jyllingevej 42, 2720 København, Denmark","
+45 93 60 47 57",https://www.greenrider.dk/,"
MFRP+X6 Copenhagen, Denmark",55.7119439,12.2841755
Heino Cykler,"4.0
(90)",(122),Bicycle Shop,"Lyngbyvej 165, 2100 København, Denmark","
+45 43 43 22 39",https://www.heino-cykler.dk/,"
PH94+Q4 Copenhagen, Denmark",55.7119439,12.2841755
Jupiter Ekstra,"3.9
(50)",(122),Bicycle Shop,"Amagerbrogade 197, 2300 København, Denmark","
+45 32 55 73 53",http://jupiter-ekstra.dk/,"
MJ27+53 Copenhagen, Denmark",55.7119439,12.2841755
Sorico Cykler,"4.7
(78)",(122),Bicycle Shop,"Toftegårds Allé 16, 2500 København, Denmark","
+45 36 16 06 01",http://www.sorico-cykler.dk/,"
MG88+4J Copenhagen, Denmark",55.7119439,12.2841755
Sam Cykler,"3.6
(54)",(122),Bicycle Shop,"Amagerbrogade 16, 2300 København, Denmark","
+45 60 47 14 71",No Website,"
MH8X+Q3 Copenhagen, Denmark",55.7119439,12.2841755
Cykelstyrken (Amager),"3.1
(21)",(122),Bicycle Shop,"Reberbanegade 3, 2300 København, Denmark","
+45 32 57 68 48",https://www.cykelstyrken.dk/,"
MJ73+2W Copenhagen, Denmark",55.7119439,12.2841755
Elvira Elcykler,"3.8
(68)",(122),Electric bicycle store,"Hvidovrevej 90, 2610 Rødovre, Denmark","
+45 36 70 54 44",http://www.elviraelcykler.dk/,"
MF7F+XF Rødovre, Denmark",55.7119439,12.2841755
Ladcyklen.dk,"4.4
(74)",(122),Bicycle Shop,"Jernbane Allé 19, 2720 København, Denmark","
+45 82 82 89 89",https://www.ladcyklen.dk/,"
MFPR+3Q Copenhagen, Denmark",55.7119439,12.2841755
Kædesmeden,"4.9
(87)",(122),Bicycle repair shop,"Enghavevej 10, 1674 København, Denmark","
+45 93 80 73 70",https://kaedesmeden.dk/,"
MGCW+58 Copenhagen, Denmark",55.7119439,12.2841755
Falck Cykler,"4.0
(21)",(122),Bicycle Shop,"Gl. Kongevej 87, 1850 Frederiksberg, Denmark","
+45 33 25 24 85",https://www.facebook.com/falckcykler.frb/,"
MGFX+RM Frederiksberg Municipality, Denmark",55.7119439,12.2841755
Cervéloshop,"5.0
(1)",(122),Bicycle Shop,"Istedgade 45, 1650 København, Denmark","
+45 36 89 38 00",http://www.cerveloshop.dk/,"
MH94+V5 Copenhagen, Denmark",55.7119439,12.2841755
Saxil Cykler Østerbro,"4.6
(117)",(122),Bicycle Shop,"Østerfælled Torv 19, 2100 København, Denmark","
+45 32 12 01 98",https://saxil-cykler.dk/,"
PH4G+7C Copenhagen, Denmark",55.7119439,12.2841755
Copenhagen Bike Factory,"3.0
(2)",(122),Bicycle Shop,"Brobergsgade 4, 1427 København K, Denmark","
+45 71 96 12 14",https://copenhagenbikefactory.dk/,"
MHGW+4H Copenhagen, Denmark",55.7119439,12.2841755
nihola Cykler,"4.2
(35)",(122),Bicycle Shop,"Ingerslevsgade 100, 1705 København, Denmark","
+45 33 22 79 05",http://www.nihola.dk/,"
MH85+65 Copenhagen, Denmark",55.7119439,12.2841755
Loop Rentals - Cargo e-Bikes,"4.8
(110)",(110),Tour operator,"Sindshvilevej 4, 2000 København, Denmark","
+45 61 10 88 08",https://loop-rentals.com/,"
MGPP+2X Copenhagen, Denmark",55.6850089,12.4653863
Buddha Bikes,"4.7
(298)",(110),Bicycle Shop,"Emblasgade 175, 2100 København, Denmark",No Phone,http://www.buddhabikes.dk/,"
PH53+3H Copenhagen, Denmark",55.7077008,12.4817947
cykelexspres klassisk &EL,"4.1
(136)",(110),Bicycle Shop,"Nørrebrogade 46, 2200 København N, Denmark","
+45 35 35 81 82",https://cykelexpres.dk/vare-kategori/herrecykler/,"
MHQ4+QM Copenhagen, Denmark",55.7077008,12.4817947
Recycles,"4.8
(66)",(110),Bicycle Shop,"Dybbølsgade 59, 1750 København, Denmark","
+45 31 33 90 28",http://recycles.dk/,"
MG8X+PC Copenhagen Municipality, Denmark",55.666849,12.476504
Isak Cykelservice,"4.8
(96)",(110),Bicycle Shop,"Jagtvej 195, 2100 København, Denmark","
+45 27 82 23 82",No Website,"
PH59+5X Copenhagen, Denmark",55.7079344,12.4977895
Norreport Bikes,"3.8
(86)",(110),Bicycle Shop,"Nørre Voldgade 11, 1358 København, Denmark","
+45 50 82 00 04",https://norreportbikes.dk/,"
MHMC+78 Copenhagen, Denmark",55.7079344,12.4977895
Indian Bike Shop,"4.7
(41)",(110),Bicycle Shop,"Tagensvej 180, ST,TV, 2200 KØBENHAVN N, Denmark","
+45 27 21 48 06",https://www.proff.dk/firma/indian-bike-shop-vparamvir-singh/k%C3%B8benhavn-n/butikhandel/GXFUMZI10MC/,"
PG4V+8F Copenhagen, Denmark",55.7079344,12.4977895
Star Cykel,"2.9
(46)",(110),Bicycle Shop,"Nørrebrogade 190, 2200 København, Denmark","
+45 30 71 30 55",http://www.facebook.com/pages/Star-Cykel/412675198770009,"
MGXV+3J Copenhagen, Denmark",55.7079344,12.4977895
Sali's Bike,"4.8
(302)",(110),Bicycle Shop,"H. P. Ørums Gade 1, 2100 København, Denmark","
+45 71 52 95 32",https://www.salisbike.dk/,"
PH56+X2 Copenhagen, Denmark",55.7079344,12.4977895
Retro Cykler,"4.8
(102)",(110),Bicycle Shop,"Jagtvej 79, 2200 København, Denmark","
+45 60 15 94 44",No Website,"
MGVX+WM Copenhagen, Denmark",55.7079344,12.4977895
A H Cycles,"4.4
(104)",(110),Bicycle Shop,"Istedgade 39, 1650 København, Denmark","
+45 36 89 38 00",http://www.ahcykler.dk/,"
MH94+XF Copenhagen, Denmark",55.669878,12.4840878
Adam Cykler,"4.8
(45)",(110),Bicycle Shop,"Vesterbrogade 92, 1620 København, Denmark","
+45 61 66 63 98",http://www.vesterbrogade-shopping.dk/butik/adam-cykler-5047.html,"
MGCX+W9 Copenhagen, Denmark",55.669878,12.4840878
Kgs Have Cykler,"4.9
(166)",(110),Bicycle Shop,"Sølvgade 26, 1307 København, Denmark","
+45 26 44 30 30",https://www.kgshavecykler.dk/,"
MHPJ+MQ Copenhagen, Denmark",55.669878,12.4840878
Hafnia Cykler,"4.2
(43)",(110),Bicycle repair shop,"Stefansgade 51, 2200 København, Denmark","
+45 28 97 58 28",No Website,"
MGVR+2C Copenhagen, Denmark",55.6925537,12.4690133
Cykel Chefen,"4.7
(151)",(110),Bicycle repair shop,"Nørre Søgade 41, 1370 København, Denmark","
+45 71 45 50 73",No Website,"
MHJ6+RJ Copenhagen, Denmark",55.6925537,12.4690133
Uptown Bikes,"4.3
(53)",(110),Bicycle repair shop,"Frederiksberg Allé 32, 1820 Frederiksberg, Denmark","
+45 52 42 06 08",https://www.dba.dk/saelger/uptown-bikes/dbaboost/a4400682-0878-4428-af3b-250942a7317a,"
MGFW+CC Frederiksberg, Denmark",55.6925537,12.4690133
CPH Bike Shop,"4.4
(154)",(110),Bicycle Shop,"Holmbladsgade 38, 2300 København S, Denmark","
+45 32 96 34 28",https://www.cphbikeshop.dk/,"
MJ74+XF Copenhagen, Denmark",55.6649115,12.5340825
Arosa Cykler,"4.9
(47)",(110),Bicycle Shop,"Vesterbrogade 135, 1620 København, Denmark","
+45 61 65 35 93",http://arosacykler.dk/,"
MGCR+36 Copenhagen, Denmark",55.670181,12.4684453
Sam Cykler,"3.6
(54)",(110),Bicycle Shop,"Amagerbrogade 16, 2300 København, Denmark","
+45 60 47 14 71",No Website,"
MH8X+Q3 Copenhagen, Denmark",55.6669433,12.5255947
Enghave Cykler,"4.5
(56)",(110),Bicycle Shop,"Enghavevej 63, 1674 København V, Denmark","
+45 71 32 16 83",No Website,"
MG8V+68 Copenhagen, Denmark",55.6655389,12.4712597
Cykel Hjørnet,"4.9
(33)",(110),Bicycle repair shop,"Nygårdsvej 27, 2100 København, Denmark","
+45 42 72 29 71",No Website,"
PH6F+Q2 Copenhagen, Denmark",55.7119439,12.5004688
Islands Brygge Cykler,"4.4
(82)",(110),Bicycle Shop,"Islands Brygge 15, 2300 København, Denmark","
+45 32 20 20 57",https://www.facebook.com/Islandsbryggecykler/,"
MH9H+37 Copenhagen, Denmark",55.6676761,12.5060659
Fix & Færdig Bike,"4.7
(207)",(110),Bicycle repair shop,"Amagerbrogade 59, 2300 København, Denmark","
+45 93 97 56 58",https://fixogfaerdigbike.dk/,"
MJ63+R8 Copenhagen, Denmark",55.6676761,12.5060659
Noa cykler,"3.9
(77)",(110),Bicycle Shop,"Nordre Frihavnsgade 56, 2100 København, Denmark","
+45 50 69 76 75",http://www.noacykler.dk/,"
PH2M+W7 Copenhagen, Denmark",55.7022892,12.5110968
Baisikeli,"4.2
(299)",(110),Bicycle Shop,"Ingerslevsgade 100, 1705 København, Denmark","
+45 26 70 02 29",http://www.baisikeli.dk/,"
MG89+HF Copenhagen, Denmark",55.6663927,12.4466253
Blegdams Cykler,"4.6
(37)",(110),Bicycle Shop,"Blegdamsvej 40, 2100 København, Denmark","
+45 32 13 81 82",http://www.blegdamscykler.dk/,"
MHV8+79 Copenhagen, Denmark",55.693186,12.4938972
Al Zahraa Bicycles,"3.2
(5)",(110),Bicycle repair shop,"Nørrebrogade 74, 2200 København, Denmark","
+45 35 35 33 44",No Website,"
MHR3+H9 Copenhagen, Denmark",55.693186,12.4938972
Copenhagen Bikeshop,"4.5
(46)",(110),Bicycle Shop,"Jagtvej 68, 2200 København, Denmark","
+45 81 74 16 96",http://www.copenhagenbikeshop.dk/,"
MHW2+99 Copenhagen, Denmark",55.693186,12.4938972
ELME CYKLER,"4.8
(23)",(110),Road cycling,"Nørrebrogade 32, 2200 København N, Denmark","
+45 60 60 60 18",http://www.elmecykler.dk/,"
MHQ5+HJ Copenhagen, Denmark",55.693186,12.4938972
Kædesmeden,"4.9
(87)",(110),Bicycle repair shop,"Enghavevej 10, 1674 København, Denmark","
+45 93 80 73 70",https://kaedesmeden.dk/,"
MGCW+58 Copenhagen, Denmark",55.693186,12.4938972
"Max's Bike (Repair, Rent, Buy)","2.9
(36)",(110),Bicycle Shop,"Nørre Farimagsgade 40, 1364 København, Denmark","
+45 91 41 15 52",http://www.maxbike.dk/,"
MHM8+7J Copenhagen, Denmark",55.693186,12.4938972
Bike Time S.m.b.a,"2.6
(93)",(110),Bicycle Shop,"Amagerbrogade 124, 2300 København, Denmark","
+45 93 91 01 81",http://biketime.dk/,"
MJ55+46 Copenhagen, Denmark",55.6578235,12.5359055
Svanemøllens Cykler,"5.0
(264)",(110),Bicycle Shop,"Østerbrogade 165, 2100 København, Denmark","
+45 39 20 42 90",http://svanemoellenscykler.dk/,"
PH8G+4V Copenhagen, Denmark",55.7152989,12.5051491
Rosenborg Cykler,"4.5
(131)",(110),Bicycle repair shop,"Rosenborggade 3, 1130 København, Denmark","
+45 20 44 55 57",http://www.rosenborgcykler.dk/,"
MHMF+8G Copenhagen, Denmark",55.6833552,12.501662
City Bike,"4.7
(27)",(110),Bicycle Shop,"Frederiksborggade 41, 1360 København, Denmark","
+45 28 46 68 71",No Website,"
MHP8+69 Copenhagen, Denmark",55.6833552,12.501662
The Way to Bike,"4.2
(5)",(110),Bicycle Shop,"Rømersgade 7, 1362 København, Denmark","
+45 93 80 64 42",http://www.thewaytobike.dk/,"
MHM9+83 Copenhagen, Denmark",55.6833552,12.501662
Classen's Cykler,"4.4
(17)",(110),Bicycle Shop,"Classensgade 11, 2100 København, Denmark","
+45 35 26 55 44",http://www.classenscykler.dk/,"
MHWJ+PJ Copenhagen, Denmark",55.6833552,12.501662
Haider Cycle Workshop,"2.1
(38)",(110),Bicycle repair shop,"Gormsgade 1, 2200 København, Denmark","
+45 52 92 71 49",https://haiderscykler.dk/,"
MGWW+R6 Copenhagen, Denmark",55.6833552,12.501662
Luca's Cykler,"4.0
(102)",(110),Bicycle Shop,"Fredensgade 15A, 2200 København, Denmark","
+45 23 32 39 83",http://www.lucascykler.dk/,"
MHV8+6R Copenhagen, Denmark",55.6833552,12.501662
Neptun Cykler,"3.6
(182)",(110),Bicycle Shop,"Teglholmsgade 4C, 2450 København, Denmark","
+45 61 50 50 81",https://neptuncykler.dk/,"
MG3V+69 Copenhagen, Denmark",55.653068,12.4713752
Forum cykler værksted,"3.8
(31)",(110),Bicycle Shop,"Rosenørns Allé 9, 1970 Frederiksberg C, Denmark","
+45 27 11 97 55",https://forum-cykler.dk/,"
MHJ4+J3 Frederiksberg C, Frederiksberg, Denmark",55.6815397,12.4831249
Fri BikeShop,"4.2
(78)",(110),Bicycle Shop,"Griffenfeldsgade 37, 2200 København N, Denmark","
+45 35 37 15 71",https://www.fribikeshop.dk/butikker/koebenhavn/noerrebro,"
MHP3+G6 Copenhagen, Denmark",55.6815397,12.4831249
VELOHOUSE - House of E-bikes,"4.8
(122)",(110),Electric bicycle store,"Gammel Køge Landevej 57, 2500 København, Denmark","
+45 41 37 21 00",https://velohouse.dk/,"
MG47+VF Copenhagen, Denmark",55.6571329,12.4416397
Søgade Cykler,"4.9
(64)",(110),Bicycle Shop,"Sølvgade 104, 1307 København K, Denmark","
+45 33 15 97 46",http://xn--sgadecykler-ggb.dk/,"
MHRC+7P Copenhagen, Denmark",55.6907301,12.4997168
specialized,,(110),Used bicycle shop,"Refshalevej 325, 1432 København, Denmark",No Phone,No Website,"
MJW5+5C Copenhagen, Denmark",55.6954936,12.5364363
Babylon Cykler,"2.5
(33)",(110),Bicycle Shop,"Nørrebrogade 108, 2200 København, Denmark","
+45 35 34 19 54",No Website,"
MHV2+86 Copenhagen, Denmark",55.6933405,12.4785094
Christiania Bikes,"4.3
(48)",(110),Bicycle Shop,"Fabriksområdet 91, 1440 København K, Denmark","
+45 70 70 76 80",https://christianiacykler.dk/,"
MJF2+FF Copenhagen, Denmark",55.6736848,12.5291286
Larry vs. Harry,"4.5
(52)",(110),Bicycle Shop,"Frederiksborggade 43, 1361 Indre By, Denmark","
+45 31 36 17 19",http://www.larryvsharry.com/,"
MHP8+87 Indre By, Copenhagen, Denmark",55.6858257,12.4936287
Marry cykler,"5.0
(176)",(110),Bicycle rental service,"Frederiksborgvej 50c, 2400 København, Denmark","
+45 31 13 11 65",https://www.rentbike.nu/,"
PG4J+FW Copenhagen, Denmark",55.706136,12.4601951
Leadout Cycling,"4.3
(170)",(110),Bicycle Shop,"Strandvejen 60, 2900 Hellerup, Denmark","
+45 23 63 63 16",https://leadoutcycling.com/,"
PHGG+WR Hellerup, Denmark",55.7272536,12.5049793
BIKEFITPRO,"5.0
(117)",(110),Bicycle Shop,"Amerika Pl. 26B, St, 2100 København, Denmark","
+45 27 60 80 87",http://www.bikefitpro.dk/,"
MHXV+VP Copenhagen, Denmark",55.6996801,12.5222373
OMNIUM Nørrebro,"4.2
(30)",(110),Bicycle Shop,"Nørrebrogade 200, 2200 København, Denmark","
+45 30 20 44 84",https://omniumcargo.com/,"
MGXV+C5 Copenhagen, Denmark",55.6985324,12.4707898
Byens Bedste Brugte Cykler,,(110),Used bicycle shop,"Frederiks Brygge, 2450 København, Denmark",No Phone,No Website,"
MG4X+FM Copenhagen, Denmark",55.6561339,12.4770565
citibikenyc,,(110),No Category,"Refshalevej 325, 1432 København, Denmark",No Phone,https://citibikenyc.com/,"
MJW5+5C Copenhagen, Denmark",55.6954936,12.5364363
